strain,delta_t12,delta_t32
wildtype,19.531772575250827,-2.4080267558528448
wildtype,13.110367892976583,21.672240802675574
wildtype,45.217391304347814,8.294314381270894
wildtype,-8.829431438127088,10.434782608695642
wildtype,41.47157190635451,4.0133779264213985
wildtype,20.6020066889632,24.347826086956516
wildtype,-13.110367892976598,6.68896321070234
wildtype,-7.759197324414714,7.22408026755852
wildtype,-4.013377926421413,20.06688963210702
wildtype,-50.03344481605352,16.321070234113705
wildtype,-18.461538461538467,13.645484949832777
wildtype,-38.26086956521739,18.461538461538453
wildtype,11.50501672240803,33.4448160535117
wildtype,-1.872909698996665,9.364548494983268
wildtype,0.267558528428097,21.672240802675574
wildtype,-42.54180602006689,25.953177257525084
wildtype,-19.53177257525084,38.79598662207357
wildtype,5.618729096989966,9.364548494983268
wildtype,-0.267558528428097,8.829431438127088
wildtype,-2.943143812709039,9.899665551839462
wildtype,-15.250836120401345,29.163879598662206
wildtype,37.7257525083612,14.715719063545151
wildtype,2.4080267558528448,-8.829431438127088
wildtype,0.267558528428097,15.785953177257525
wildtype,7.22408026755852,24.347826086956516
wildtype,-6.15384615384616,40.40133779264214
wildtype,29.163879598662206,4.0133779264213985
wildtype,-1.337792642140471,-0.8026755852842911
wildtype,2.4080267558528448,33.4448160535117
wildtype,-5.618729096989966,13.110367892976583
wildtype,10.969899665551836,-3.4782608695652186
wildtype,-19.53177257525084,24.347826086956516
wildtype,-37.19063545150502,0.8026755852842768
wildtype,30.23411371237458,-7.224080267558534
wildtype,-20.602006688963215,8.294314381270894
wildtype,-27.558528428093645,52.17391304347825
wildtype,-47.357859531772576,-21.1371237458194
wildtype,22.74247491638795,28.62876254180601
wildtype,10.969899665551836,-2.4080267558528448
wildtype,2.4080267558528448,10.434782608695642
wildtype,-15.250836120401345,30.76923076923076
wildtype,-16.8561872909699,-4.5484949832775925
wildtype,16.321070234113705,24.88294314381271
wildtype,14.715719063545151,7.759197324414714
wildtype,-12.575250836120404,29.163879598662206
wildtype,33.97993311036788,18.996655518394647
wildtype,5.083612040133772,25.953177257525084
wildtype,-4.5484949832775925,5.083612040133772
wildtype,-28.628762541806026,21.672240802675574
wildtype,-13.645484949832777,22.74247491638795
wildtype,-20.066889632107028,25.41806020066889
wildtype,25.41806020066889,-12.040133779264224
wildtype,1.8729096989966507,24.88294314381271
wildtype,-27.023411371237458,14.180602006688957
wildtype,-12.575250836120404,-0.267558528428097
wildtype,-8.829431438127088,25.953177257525084
wildtype,15.250836120401331,-18.996655518394654
wildtype,9.899665551839462,5.083612040133772
wildtype,-10.434782608695656,23.812709030100336
wildtype,6.68896321070234,-0.267558528428097
wildtype,8.294314381270894,32.90969899665551
wildtype,-27.023411371237458,-1.872909698996665
wildtype,-28.093645484949832,31.839464882943133
wildtype,-14.180602006688972,19.531772575250827
wildtype,6.68896321070234,21.672240802675574
wildtype,0.8026755852842768,7.759197324414714
wildtype,-9.364548494983282,15.250836120401331
wildtype,-16.321070234113712,23.812709030100336
wildtype,4.0133779264213985,2.4080267558528448
wildtype,22.20735785953177,20.06688963210702
wildtype,-34.51505016722408,2.4080267558528448
